budget_regime,condition,seed_count,mean_accuracy,seed_t95_low,seed_t95_high,mean_student_output_tokens,min_accuracy,max_accuracy
equal_examples,long_feature_suppress,3,0.6530076175466246,0.620407806591711,0.6856074285015382,308.9219858156028,0.6382978723404256,0.6635145784081954
equal_examples,no_steering,3,0.6506435513527712,0.6310353992889094,0.670251703416633,308.8536905700026,0.644602048857368,0.6595744680851063
equal_examples,random_feature_enhance,3,0.6495928552666141,0.629887230429437,0.6692984801037913,309.31258208563173,0.6422379826635146,0.6579984239558707
equal_examples,short_feature_enhance,3,0.6477541371158392,0.6329749184879563,0.6625333557437221,308.90281061203046,0.6422379826635146,0.6540583136327817
equal_target_tokens,long_feature_suppress,3,0.6474914630943,0.6411988031165824,0.6537841230720175,309.14158129760966,0.644602048857368,0.6493301812450749
equal_target_tokens,no_steering,3,0.6535329655897032,0.6456215999187551,0.6614443312606513,308.6225374310481,0.6516942474389283,0.6572104018912529
equal_target_tokens,random_feature_enhance,3,0.6530076175466246,0.6448576648078963,0.6611575702853529,310.58077226162334,0.6493301812450749,0.6556343577620173
equal_target_tokens,short_feature_enhance,3,0.6490675072235357,0.6411561415525874,0.656978872894484,308.8282111899133,0.6461780929866037,0.6524822695035462
